Facility Name,"1/1/2024
 Adult Dogs
 In Shelter","1/1/2024
 Adult Dogs
 In Foster Care","2024
 Adult Dogs
 Stray","2024
 Adult Dogs
 Owner Relinquished","2024
 Adult Dogs
 Transfer from another Colorado Organization","2024
 Adult Dogs
 Transfer from Out of State","2024
 Adult Dogs
 Other","2024
 Adult Dogs
 Adoption","2024
 Adult Dogs
 Returned to Owner (RTO)","2024
 Adult Dogs
 Transfer to another Colorado Organization","2024
 Adult Dogs
 Transfer to Out of State","2024
 Adult Dogs
 Other","2024
 Adult Dogs
 Deaths","2024
 Adult Dogs
 Euthanasia","2024
 Adult Dogs
 Missing/Stolen","12/31/2024
 Adult Dogs
 In Shelter","12/31/2024
 Adult Dogs
 In Foster Care","1/1/2024
 Juvenile Dogs
 In Shelter","1/1/2024
 Juvenile Dogs
 In Foster Care","2024
 Juvenile Dogs
 Stray","2024
 Juvenile Dogs
 Owner Relinquished","2024
 Juvenile Dogs
 Transfer from another Colorado Organization","2024
 Juvenile Dogs
 Transfer from Out of State","2024
 Juvenile Dogs
 Other","2024
 Juvenile Dogs
 Adoption","2024
 Juvenile Dogs
 Returned to Owner (RTO)","2024
 Juvenile Dogs
 Transfer to another Colorado Organization","2024
 Juvenile Dogs
 Transfer to Out of State","2024
 Juvenile Dogs
 Other","2024
 Juvenile Dogs
 Deaths","2024
 Juvenile Dogs
 Euthanasia","2024
 Juvenile Dogs
 Missing/Stolen","12/31/2024
 Juvenile Dogs
 In Shelter","12/31/2024
 Juvenile Dogs
 In Foster Care","1/1/2024
 Adult Cats
 In Shelter","1/1/2024
 Adult Cats
 In Foster Care","2024
 Adult Cats
 Stray","2024
 Adult Cats
 Owner Relinquished","2024
 Adult Cats
 Transfer from another Colorado Organization","2024
 Adult Cats
 Transfer from Out of State","2024
 Adult Cats
 Other","2024
 Adult Cats
 Adoption","2024
 Adult Cats
 Returned to Owner (RTO)","2024
 Adult Cats
 Transfer to another Colorado Organization","2024
 Adult Cats
 Transfer to Out of State","2024
 Adult Cats
 Other","2024
 Adult Cats
 Deaths","2024
 Adult Cats
 Euthanasia","2024
 Adult Cats
 Missing/Stolen","12/31/2024
 Adult Cats
 In Shelter","12/31/2024
 Adult Cats
 In Foster Care","1/1/2024
 Juvenile Cats
 In Shelter","1/1/2024
 Juvenile Cats
 In Foster Care","2024
 Juvenile Cats
 Stray","2024
 Juvenile Cats
 Owner Relinquished","2024
 Juvenile Cats
 Transfer from another Colorado Organization","2024
 Juvenile Cats
 Transfer from Out of State","2024
 Juvenile Cats
 Other","2024
 Juvenile Cats
 Adoption","2024
 Juvenile Cats
 Returned to Owner (RTO)","2024
 Juvenile Cats
 Transfer to another Colorado Organization","2024
 Juvenile Cats
 Transfer to Out of State","2024
 Juvenile Cats
 Other","2024
 Juvenile Cats
 Deaths","2024
 Juvenile Cats
 Euthanasia","2024
 Juvenile Cats
 Missing/Stolen","12/31/2024
 Juvenile Cats
 In Shelter","12/31/2024
 Juvenile Cats
 In Foster Care","1/1/2024
 Birds
 In Shelter","1/1/2024
 Birds
 In Foster Care","2024
 Birds
 Stray","2024
 Birds
 Owner Relinquished","2024
 Birds
 Transfer from another Colorado Organization","2024
 Birds
 Transfer from Out of State","2024
 Birds
 Other","2024
 Birds
 Adoption","2024
 Birds
 Returned to Owner (RTO)","2024
 Birds
 Transfer to another Colorado Organization","2024
 Birds
 Transfer to Out of State","2024
 Birds
 Other","2024
 Birds
 Deaths","2024
 Birds
 Euthanasia","2024
 Birds
 Missing/Stolen","12/31/2024
 Birds
 In Shelter","12/31/2024
 Birds
 In Foster Care","1/1/2024
 Small Mammals
 In Shelter","1/1/2024
 Small Mammals
 In Foster Care","2024
 Small Mammals
 Stray","2024
 Small Mammals
 Owner Relinquished","2024
 Small Mammals
 Transfer from another Colorado Organization","2024
 Small Mammals
 Transfer from Out of State","2024
 Small Mammals
 Other","2024
 Small Mammals
 Adoption","2024
 Small Mammals
 Returned to Owner (RTO)","2024
 Small Mammals
 Transfer to another Colorado Organization","2024
 Small Mammals
 Transfer to Out of State","2024
 Small Mammals
 Other","2024
 Small Mammals
 Deaths","2024
 Small Mammals
 Euthanasia","2024
 Small Mammals
 Missing/Stolen","12/31/2024
 Small Mammals
 In Shelter","12/31/2024
 Small Mammals
 In Foster Care","1/1/2024
 Reptiles & Amphibians
 In Shelter","1/1/2024
 Reptiles & Amphibians
 In Foster Care","2024
 Reptiles & Amphibians
 Stray","2024
 Reptiles & Amphibians
 Owner Relinquished","2024
 Reptiles & Amphibians
 Transfer from another Colorado Organization","2024
 Reptiles & Amphibians
 Transfer from Out of State","2024
 Reptiles & Amphibians
 Other","2024
 Reptiles & Amphibians
 Adoption","2024
 Reptiles & Amphibians
 Returned to Owner (RTO)","2024
 Reptiles & Amphibians
 Transfer to another Colorado Organization","2024
 Reptiles & Amphibians
 Transfer to Out of State","2024
 Reptiles & Amphibians
 Other","2024
 Reptiles & Amphibians
 Deaths","2024
 Reptiles & Amphibians
 Euthanasia","2024
 Reptiles & Amphibians
 Missing/Stolen","12/31/2024
 Reptiles & Amphibians
 In Shelter","12/31/2024
 Reptiles & Amphibians
 In Foster Care","1/1/2024
 Rabbits
 In Shelter","1/1/2024
 Rabbits
 In Foster Care","2024
 Rabbits
 Stray","2024
 Rabbits
 Owner Relinquished","2024
 Rabbits
 Transfer from another Colorado Organization","2024
 Rabbits
 Transfer from Out of State","2024
 Rabbits
 Other","2024
 Rabbits
 Adoption","2024
 Rabbits
 Returned to Owner (RTO)","2024
 Rabbits
 Transfer to another Colorado Organization","2024
 Rabbits
 Transfer to Out of State","2024
 Rabbits
 Other","2024
 Rabbits
 Deaths","2024
 Rabbits
 Euthanasia","2024
 Rabbits
 Missing/Stolen","12/31/2024
 Rabbits
 In Shelter","12/31/2024
 Rabbits
 In Foster Care","1/1/2024
 Other
 In Shelter","1/1/2024
 Other
 In Foster Care","2024
 Other
 Stray","2024
 Other
 Owner Relinquished","2024
 Other
 Transfer from another Colorado Organization","2024
 Other
 Transfer from Out of State","2024
 Other
 Other","2024
 Other
 Adoption","2024
 Other
 Returned to Owner (RTO)","2024
 Other
 Transfer to another Colorado Organization","2024
 Other
 Transfer to Out of State","2024
 Other
 Other","2024
 Other
 Deaths","2024
 Other
 Euthanasia","2024
 Other
 Missing/Stolen","12/31/2024
 Other
 In Shelter","12/31/2024
 Other
 In Foster Care"
All 4s Rescue League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All aboard Animal rescue,0,34,0,32,220,0,0,243,0,0,0,0,2,0,0,0,41,0,23,0,7,345,0,0,362,0,0,0,0,1,0,1,0,11,0,11,0,7,52,0,0,59,0,0,0,0,1,0,0,0,10,0,12,0,5,80,0,0,86,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All mixed up dog rescue,0,9,0,0,0,19,0,16,0,2,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All Points West German Shorthaired Pointer Rescue,0,21,0,19,2,13,0,42,0,0,0,0,0,2,0,0,11,0,8,0,0,0,5,0,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Almost Home Adoptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,150,7,0,0,0,122,0,0,0,31,0,6,0,60,0,14,0,312,11,0,0,0,328,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amigos de los Animales Colorado,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,17,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angels with Paws,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Animal Aid of Colorado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Animal Attraction LLC.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,25,0,0,0,28,0,0,0,0,2,0,0,0,0,75,0,0,63,0,0,0,103,0,0,0,0,35,0,0,0,0,3,0,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Animal Friends Alliance,21,13,0,94,27,495,113,706,2,0,2,0,1,18,0,16,18,0,6,1,37,3,265,9,303,0,0,0,0,0,1,0,0,17,23,17,78,329,62,247,139,781,18,22,0,5,3,9,0,37,20,28,90,123,541,89,995,17,1744,12,0,0,0,8,16,0,17,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Animal Hospital of Telluride,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Animal Kingdom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6,0,0,0,0,0,0,0,2,0,14,0,0,21,0,0,0,35,0,0,0,0,0,0,0,0,0,40,0,0,38,0,0,0,77,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,3,0,0,0,0,0,0,0,2,0
Animal Rescue of the Rockies,0,28,0,0,42,127,27,208,0,0,1,0,0,0,0,0,15,0,34,0,0,28,11,16,81,0,0,0,0,0,0,0,0,8,0,9,0,0,211,53,283,537,1,1,0,0,5,0,0,0,12,0,63,0,0,432,22,392,818,0,0,0,0,3,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
